,station,date,year,month,day,weekday,daily_total_rainfall,mean_temp,mean_wind_speed,rained
1634,Changi,2018-06-27,2018,6,27,2,10.6,26.0,5.0,1
1635,Changi,2018-06-28,2018,6,28,3,0.0,28.1,6.8,0
1636,Changi,2018-06-29,2018,6,29,4,6.0,26.3,5.4,1
1637,Changi,2018-06-30,2018,6,30,5,0.0,28.1,9.4,0
1638,Changi,2018-07-01,2018,7,1,6,1.8,27.0,8.3,1
1639,Changi,2018-07-02,2018,7,2,0,0.0,27.5,5.4,0
1640,Changi,2018-07-03,2018,7,3,1,31.4,27.3,7.6,1
1641,Changi,2018-07-04,2018,7,4,2,0.0,28.3,9.0,0
1642,Changi,2018-07-05,2018,7,5,3,0.0,28.9,11.5,0
1643,Changi,2018-07-06,2018,7,6,4,0.0,28.8,15.1,0
1644,Changi,2018-07-07,2018,7,7,5,32.4,28.4,11.9,1
1645,Changi,2018-07-08,2018,7,8,6,0.0,28.5,9.4,0
1646,Changi,2018-07-09,2018,7,9,0,0.0,28.8,11.9,0
1647,Changi,2018-07-10,2018,7,10,1,13.8,26.9,7.2,1
1648,Changi,2018-07-11,2018,7,11,2,0.0,28.2,6.1,0
1649,Changi,2018-07-12,2018,7,12,3,0.0,29.1,12.2,0
1650,Changi,2018-07-13,2018,7,13,4,0.0,29.0,13.0,0
1651,Changi,2018-07-14,2018,7,14,5,19.2,28.5,11.5,1
1652,Changi,2018-07-15,2018,7,15,6,25.6,27.3,10.1,1
1653,Changi,2018-07-16,2018,7,16,0,0.0,29.0,11.9,0
1654,Changi,2018-07-17,2018,7,17,1,0.0,29.1,13.7,0
1655,Changi,2018-07-18,2018,7,18,2,0.0,29.2,14.8,0
1656,Changi,2018-07-19,2018,7,19,3,8.0,28.2,14.0,1
1657,Changi,2018-07-20,2018,7,20,4,1.0,29.0,8.6,1
1658,Changi,2018-07-21,2018,7,21,5,0.0,28.6,7.2,0
1659,Changi,2018-07-22,2018,7,22,6,0.0,29.3,10.4,0
1660,Changi,2018-07-23,2018,7,23,0,0.0,29.7,14.8,0
1661,Changi,2018-07-24,2018,7,24,1,0.0,29.5,15.8,0
1662,Changi,2018-07-25,2018,7,25,2,5.2,27.7,7.6,1
1663,Changi,2018-07-26,2018,7,26,3,0.0,28.3,9.7,0
1664,Changi,2018-07-27,2018,7,27,4,0.0,29.2,13.3,0
1665,Changi,2018-07-28,2018,7,28,5,0.0,29.6,13.0,0
1666,Changi,2018-07-29,2018,7,29,6,0.0,29.0,12.6,0
1667,Changi,2018-07-30,2018,7,30,0,4.8,27.4,8.3,1
1668,Changi,2018-07-31,2018,7,31,1,0.0,27.8,6.1,0
1669,Changi,2018-08-01,2018,8,1,2,4.2,26.4,9.0,1
1670,Changi,2018-08-02,2018,8,2,3,0.0,28.1,7.6,0
1671,Changi,2018-08-03,2018,8,3,4,0.0,28.6,11.9,0
1672,Changi,2018-08-04,2018,8,4,5,27.2,28.1,15.1,1
1673,Changi,2018-08-05,2018,8,5,6,2.2,28.3,12.2,1
1674,Changi,2018-08-06,2018,8,6,0,0.0,28.8,13.0,0
1675,Changi,2018-08-07,2018,8,7,1,0.0,28.3,10.4,0
1676,Changi,2018-08-08,2018,8,8,2,6.8,26.6,7.2,1
1677,Changi,2018-08-09,2018,8,9,3,0.0,28.6,9.0,0
1678,Changi,2018-08-10,2018,8,10,4,0.0,29.2,11.2,0
1679,Changi,2018-08-11,2018,8,11,5,0.0,29.1,11.2,0
1680,Changi,2018-08-12,2018,8,12,6,0.0,29.4,10.4,0
1681,Changi,2018-08-13,2018,8,13,0,0.0,29.6,13.3,0
1682,Changi,2018-08-14,2018,8,14,1,0.0,29.8,14.0,0
1683,Changi,2018-08-15,2018,8,15,2,0.0,29.6,16.9,0
1684,Changi,2018-08-16,2018,8,16,3,0.0,29.4,13.3,0
1685,Changi,2018-08-17,2018,8,17,4,3.0,28.2,11.5,1
1686,Changi,2018-08-18,2018,8,18,5,0.0,29.1,16.2,0
1687,Changi,2018-08-19,2018,8,19,6,0.8,29.1,18.4,1
1688,Changi,2018-08-20,2018,8,20,0,0.0,29.4,15.5,0
1689,Changi,2018-08-21,2018,8,21,1,0.0,29.2,14.0,0
1690,Changi,2018-08-22,2018,8,22,2,31.6,27.2,6.1,1
1691,Changi,2018-08-23,2018,8,23,3,5.0,28.4,7.2,1
1692,Changi,2018-08-24,2018,8,24,4,34.6,26.9,8.6,1
1693,Changi,2018-08-25,2018,8,25,5,0.0,27.6,7.2,0
1694,Changi,2018-08-26,2018,8,26,6,0.0,29.0,10.1,0
1695,Changi,2018-08-27,2018,8,27,0,0.0,29.1,12.6,0
1696,Changi,2018-08-28,2018,8,28,1,0.0,28.6,9.0,0
1697,Changi,2018-08-29,2018,8,29,2,0.0,28.2,8.3,0
1698,Changi,2018-08-30,2018,8,30,3,6.0,28.2,9.4,1
1699,Changi,2018-08-31,2018,8,31,4,0.2,28.0,8.6,1
1700,Changi,2018-09-01,2018,9,1,5,0.0,28.1,7.2,0
1701,Changi,2018-09-02,2018,9,2,6,7.6,26.9,5.0,1
1702,Changi,2018-09-03,2018,9,3,0,2.6,27.7,7.9,1
1703,Changi,2018-09-04,2018,9,4,1,27.8,26.0,4.3,1
1704,Changi,2018-09-05,2018,9,5,2,0.0,27.5,6.1,0
1705,Changi,2018-09-06,2018,9,6,3,0.0,28.3,8.3,0
1706,Changi,2018-09-07,2018,9,7,4,6.0,26.7,5.4,1
1707,Changi,2018-09-08,2018,9,8,5,45.0,26.7,5.8,1
1708,Changi,2018-09-09,2018,9,9,6,15.4,27.4,5.8,1
1709,Changi,2018-09-10,2018,9,10,0,2.4,27.3,6.5,1
1710,Changi,2018-09-11,2018,9,11,1,1.0,26.5,6.5,1
1711,Changi,2018-09-12,2018,9,12,2,0.0,27.6,8.6,0
1712,Changi,2018-09-13,2018,9,13,3,0.0,29.0,9.4,0
1713,Changi,2018-09-14,2018,9,14,4,0.0,29.0,11.5,0
1714,Changi,2018-09-15,2018,9,15,5,0.0,28.7,10.8,0
1715,Changi,2018-09-16,2018,9,16,6,0.0,28.7,11.9,0
1716,Changi,2018-09-17,2018,9,17,0,0.0,28.9,14.8,0
1717,Changi,2018-09-18,2018,9,18,1,1.2,27.6,7.9,1
1718,Changi,2018-09-19,2018,9,19,2,0.2,27.3,7.9,1
1719,Changi,2018-09-20,2018,9,20,3,3.6,26.8,6.5,1
1720,Changi,2018-09-21,2018,9,21,4,26.0,26.5,5.4,1
1721,Changi,2018-09-22,2018,9,22,5,5.6,27.1,6.5,1
1722,Changi,2018-09-23,2018,9,23,6,0.0,28.7,9.7,0
1723,Changi,2018-09-24,2018,9,24,0,0.0,28.9,11.5,0
1724,Changi,2018-09-25,2018,9,25,1,0.0,29.0,11.5,0
1725,Changi,2018-09-26,2018,9,26,2,0.0,28.7,10.8,0
1726,Changi,2018-09-27,2018,9,27,3,0.0,29.4,10.4,0
1727,Changi,2018-09-28,2018,9,28,4,0.0,29.5,13.3,0
1728,Changi,2018-09-29,2018,9,29,5,0.0,29.3,13.0,0
1729,Changi,2018-09-30,2018,9,30,6,0.0,29.3,13.7,0
1730,Changi,2018-10-01,2018,10,1,0,0.0,29.5,14.0,0
1731,Changi,2018-10-02,2018,10,2,1,0.0,29.5,11.5,0
1732,Changi,2018-10-03,2018,10,3,2,0.0,29.7,9.4,0
1733,Changi,2018-10-04,2018,10,4,3,0.0,30.1,16.2,0
1734,Changi,2018-10-05,2018,10,5,4,0.0,29.9,13.0,0
1735,Changi,2018-10-06,2018,10,6,5,8.8,28.3,10.1,1
1736,Changi,2018-10-07,2018,10,7,6,11.0,27.3,7.2,1
1737,Changi,2018-10-08,2018,10,8,0,4.8,27.4,5.8,1
1738,Changi,2018-10-09,2018,10,9,1,45.4,26.8,5.0,1
1739,Changi,2018-10-10,2018,10,10,2,60.6,26.5,5.4,1
1740,Changi,2018-10-11,2018,10,11,3,1.2,27.0,5.8,1
1741,Changi,2018-10-12,2018,10,12,4,58.8,26.2,5.4,1
1742,Changi,2018-10-13,2018,10,13,5,2.4,26.6,4.7,1
1743,Changi,2018-10-14,2018,10,14,6,4.2,25.6,4.3,1
1744,Changi,2018-10-15,2018,10,15,0,0.0,28.0,5.8,0
1745,Changi,2018-10-16,2018,10,16,1,0.0,27.8,6.5,0
1746,Changi,2018-10-17,2018,10,17,2,8.2,27.4,5.0,1
1747,Changi,2018-10-18,2018,10,18,3,4.6,26.9,7.6,1
1748,Changi,2018-10-19,2018,10,19,4,4.8,28.2,5.4,1
1749,Changi,2018-10-20,2018,10,20,5,9.2,28.8,6.5,1
1750,Changi,2018-10-21,2018,10,21,6,0.0,29.1,10.4,0
1751,Changi,2018-10-22,2018,10,22,0,0.0,28.7,9.0,0
1752,Changi,2018-10-23,2018,10,23,1,0.0,27.9,6.1,0
1753,Changi,2018-10-24,2018,10,24,2,0.8,27.5,5.8,1
1754,Changi,2018-10-25,2018,10,25,3,0.0,27.4,5.0,0
1755,Changi,2018-10-26,2018,10,26,4,0.0,28.6,6.8,0
1756,Changi,2018-10-27,2018,10,27,5,3.6,27.6,5.4,1
1757,Changi,2018-10-28,2018,10,28,6,5.2,26.9,5.0,1
1758,Changi,2018-10-29,2018,10,29,0,0.4,27.9,5.8,1
1759,Changi,2018-10-30,2018,10,30,1,0.4,28.3,6.8,1
1760,Changi,2018-10-31,2018,10,31,2,0.0,27.6,8.3,0
1761,Changi,2018-11-01,2018,11,1,3,0.2,26.4,7.9,1
1762,Changi,2018-11-02,2018,11,2,4,7.8,26.8,7.6,1
1763,Changi,2018-11-03,2018,11,3,5,0.4,27.5,5.0,1
1764,Changi,2018-11-04,2018,11,4,6,3.4,27.8,6.8,1
1765,Changi,2018-11-05,2018,11,5,0,0.4,27.8,5.0,1
1766,Changi,2018-11-06,2018,11,6,1,3.8,27.0,6.1,1
1767,Changi,2018-11-07,2018,11,7,2,12.0,27.7,6.1,1
1768,Changi,2018-11-08,2018,11,8,3,5.4,27.5,6.5,1
1769,Changi,2018-11-09,2018,11,9,4,1.6,26.8,4.7,1
1770,Changi,2018-11-10,2018,11,10,5,0.0,27.6,5.8,0
1771,Changi,2018-11-11,2018,11,11,6,0.8,26.9,5.4,1
1772,Changi,2018-11-12,2018,11,12,0,12.4,27.5,5.4,1
1773,Changi,2018-11-13,2018,11,13,1,2.4,27.1,5.0,1
1774,Changi,2018-11-14,2018,11,14,2,2.0,27.7,5.0,1
1775,Changi,2018-11-15,2018,11,15,3,4.6,26.6,5.4,1
1776,Changi,2018-11-16,2018,11,16,4,0.8,27.6,5.0,1
1777,Changi,2018-11-17,2018,11,17,5,18.4,27.2,6.1,1
1778,Changi,2018-11-18,2018,11,18,6,7.4,26.5,5.8,1
1779,Changi,2018-11-19,2018,11,19,0,20.6,26.9,5.0,1
1780,Changi,2018-11-20,2018,11,20,1,4.0,27.7,5.0,1
1781,Changi,2018-11-21,2018,11,21,2,13.2,26.4,5.0,1
1782,Changi,2018-11-22,2018,11,22,3,2.0,26.9,6.5,1
1783,Changi,2018-11-23,2018,11,23,4,4.0,27.5,7.2,1
1784,Changi,2018-11-24,2018,11,24,5,0.0,28.2,5.8,0
1785,Changi,2018-11-25,2018,11,25,6,4.8,27.6,4.3,1
1786,Changi,2018-11-26,2018,11,26,0,14.4,27.5,5.4,1
1787,Changi,2018-11-27,2018,11,27,1,9.6,26.6,6.5,1
1788,Changi,2018-11-28,2018,11,28,2,0.0,28.2,7.9,0
1789,Changi,2018-11-29,2018,11,29,3,5.6,28.0,6.8,1
1790,Changi,2018-11-30,2018,11,30,4,7.6,27.3,6.5,1
1791,Changi,2018-12-01,2018,12,1,5,7.0,27.0,6.8,1
1792,Changi,2018-12-02,2018,12,2,6,0.4,27.5,8.6,1
1793,Changi,2018-12-03,2018,12,3,0,2.6,26.9,5.0,1
1794,Changi,2018-12-04,2018,12,4,1,0.0,27.8,7.6,0
1795,Changi,2018-12-05,2018,12,5,2,2.8,27.6,6.5,1
1796,Changi,2018-12-06,2018,12,6,3,4.6,27.1,5.8,1
1797,Changi,2018-12-07,2018,12,7,4,1.0,27.4,5.8,1
1798,Changi,2018-12-08,2018,12,8,5,0.0,28.1,6.5,0
1799,Changi,2018-12-09,2018,12,9,6,0.0,28.4,6.8,0
1800,Changi,2018-12-10,2018,12,10,0,0.2,27.4,6.1,1
1801,Changi,2018-12-11,2018,12,11,1,33.2,26.6,5.8,1
1802,Changi,2018-12-12,2018,12,12,2,0.2,27.3,5.8,1
1803,Changi,2018-12-13,2018,12,13,3,0.0,26.5,6.5,0
1804,Changi,2018-12-14,2018,12,14,4,0.0,26.9,8.3,0
1805,Changi,2018-12-15,2018,12,15,5,0.0,27.2,6.5,0
1806,Changi,2018-12-16,2018,12,16,6,43.8,26.3,5.8,1
1807,Changi,2018-12-17,2018,12,17,0,0.0,27.3,6.8,0
1808,Changi,2018-12-18,2018,12,18,1,0.2,27.9,7.6,1
1809,Changi,2018-12-19,2018,12,19,2,0.2,28.0,6.5,1
1810,Changi,2018-12-20,2018,12,20,3,15.6,27.4,7.9,1
1811,Changi,2018-12-21,2018,12,21,4,3.2,27.5,7.6,1
1812,Changi,2018-12-22,2018,12,22,5,0.0,28.1,9.0,0
1813,Changi,2018-12-23,2018,12,23,6,0.6,27.9,6.1,1
1814,Changi,2018-12-24,2018,12,24,0,0.0,28.1,7.6,0
1815,Changi,2018-12-25,2018,12,25,1,0.2,27.8,4.7,1
1816,Changi,2018-12-26,2018,12,26,2,0.2,28.6,8.3,1
1817,Changi,2018-12-27,2018,12,27,3,0.0,27.9,6.1,0
1818,Changi,2018-12-28,2018,12,28,4,0.0,29.2,7.9,0
1819,Changi,2018-12-29,2018,12,29,5,0.0,28.4,5.8,0
1820,Changi,2018-12-30,2018,12,30,6,17.4,28.0,7.6,1
1821,Changi,2018-12-31,2018,12,31,0,39.2,27.1,6.8,1
1822,Changi,2019-01-01,2019,1,1,1,0.0,28.2,6.5,0
1823,Changi,2019-01-02,2019,1,2,2,0.0,29.1,9.0,0
1824,Changi,2019-01-03,2019,1,3,3,0.0,29.6,13.0,0
1825,Changi,2019-01-04,2019,1,4,4,0.0,29.7,8.6,0
1826,Changi,2019-01-05,2019,1,5,5,0.0,28.0,7.9,0
1827,Changi,2019-01-06,2019,1,6,6,0.0,28.6,13.0,0
1828,Changi,2019-01-07,2019,1,7,0,0.0,28.9,15.5,0
1829,Changi,2019-01-08,2019,1,8,1,0.6,28.2,12.2,1
1830,Changi,2019-01-09,2019,1,9,2,0.0,28.5,13.3,0
1831,Changi,2019-01-10,2019,1,10,3,0.0,28.6,13.0,0
1832,Changi,2019-01-11,2019,1,11,4,5.8,27.9,11.5,1
1833,Changi,2019-01-12,2019,1,12,5,0.0,28.1,10.8,0
1834,Changi,2019-01-13,2019,1,13,6,0.0,28.0,10.4,0
1835,Changi,2019-01-14,2019,1,14,0,0.0,27.9,9.7,0
1836,Changi,2019-01-15,2019,1,15,1,0.0,28.3,9.0,0
1837,Changi,2019-01-16,2019,1,16,2,0.0,28.1,9.4,0
1838,Changi,2019-01-17,2019,1,17,3,16.2,26.9,7.9,1
1839,Changi,2019-01-18,2019,1,18,4,38.2,25.8,8.6,1
1840,Changi,2019-01-19,2019,1,19,5,0.0,27.2,9.4,0
1841,Changi,2019-01-20,2019,1,20,6,0.0,28.1,11.2,0
1842,Changi,2019-01-21,2019,1,21,0,1.4,27.8,10.1,1
1843,Changi,2019-01-22,2019,1,22,1,0.0,27.6,10.8,0
1844,Changi,2019-01-23,2019,1,23,2,0.2,28.0,14.4,1
1845,Changi,2019-01-24,2019,1,24,3,0.0,27.6,14.8,0
1846,Changi,2019-01-25,2019,1,25,4,0.4,27.2,12.2,1
1847,Changi,2019-01-26,2019,1,26,5,0.0,27.4,13.3,0
1848,Changi,2019-01-27,2019,1,27,6,0.0,27.9,13.3,0
1849,Changi,2019-01-28,2019,1,28,0,0.6,26.8,10.4,1
1850,Changi,2019-01-29,2019,1,29,1,0.2,27.8,13.7,1
1851,Changi,2019-01-30,2019,1,30,2,0.0,27.8,13.3,0
1852,Changi,2019-01-31,2019,1,31,3,0.0,27.6,10.4,0
1853,Changi,2019-02-01,2019,2,1,4,0.0,28.1,14.0,0
1854,Changi,2019-02-02,2019,2,2,5,0.2,28.2,12.6,1
1855,Changi,2019-02-03,2019,2,3,6,0.0,28.4,13.7,0
1856,Changi,2019-02-04,2019,2,4,0,0.0,28.7,12.2,0
1857,Changi,2019-02-05,2019,2,5,1,0.0,28.2,11.5,0
1858,Changi,2019-02-06,2019,2,6,2,0.0,27.7,12.2,0
1859,Changi,2019-02-07,2019,2,7,3,0.0,28.1,11.9,0
1860,Changi,2019-02-08,2019,2,8,4,0.0,28.7,11.9,0
1861,Changi,2019-02-09,2019,2,9,5,0.0,28.8,10.8,0
1862,Changi,2019-02-10,2019,2,10,6,0.0,28.5,14.0,0
1863,Changi,2019-02-11,2019,2,11,0,0.0,27.7,13.3,0
1864,Changi,2019-02-12,2019,2,12,1,0.0,28.3,10.8,0
1865,Changi,2019-02-13,2019,2,13,2,0.0,28.8,14.8,0
1866,Changi,2019-02-14,2019,2,14,3,0.0,28.5,16.2,0
1867,Changi,2019-02-15,2019,2,15,4,0.0,27.9,13.0,0
1868,Changi,2019-02-16,2019,2,16,5,0.0,28.2,12.6,0
1869,Changi,2019-02-17,2019,2,17,6,9.2,27.2,8.3,1
1870,Changi,2019-02-18,2019,2,18,0,8.6,26.8,7.2,1
1871,Changi,2019-02-19,2019,2,19,1,13.4,28.0,10.4,1
1872,Changi,2019-02-20,2019,2,20,2,0.0,28.2,9.7,0
1873,Changi,2019-02-21,2019,2,21,3,0.0,28.6,13.7,0
1874,Changi,2019-02-22,2019,2,22,4,0.0,28.6,12.2,0
1875,Changi,2019-02-23,2019,2,23,5,0.0,28.3,11.5,0
1876,Changi,2019-02-24,2019,2,24,6,0.0,28.0,11.2,0
1877,Changi,2019-02-25,2019,2,25,0,0.0,28.6,12.2,0
1878,Changi,2019-02-26,2019,2,26,1,0.0,28.7,16.2,0
1879,Changi,2019-02-27,2019,2,27,2,0.2,28.0,13.3,1
1880,Changi,2019-02-28,2019,2,28,3,0.0,28.3,12.2,0
1881,Changi,2019-03-01,2019,3,1,4,0.0,28.5,13.7,0
1882,Changi,2019-03-02,2019,3,2,5,0.0,28.4,13.7,0
1883,Changi,2019-03-03,2019,3,3,6,0.0,27.9,12.2,0
1884,Changi,2019-03-04,2019,3,4,0,0.0,28.1,12.2,0
1885,Changi,2019-03-05,2019,3,5,1,0.0,28.8,9.4,0
1886,Changi,2019-03-06,2019,3,6,2,0.0,28.5,10.4,0
1887,Changi,2019-03-07,2019,3,7,3,0.0,29.4,10.1,0
1888,Changi,2019-03-08,2019,3,8,4,0.0,29.3,10.8,0
1889,Changi,2019-03-09,2019,3,9,5,0.0,29.2,11.2,0
1890,Changi,2019-03-10,2019,3,10,6,0.0,29.2,12.2,0
1891,Changi,2019-03-11,2019,3,11,0,25.8,27.4,7.9,1
1892,Changi,2019-03-12,2019,3,12,1,1.2,28.2,7.2,1
1893,Changi,2019-03-13,2019,3,13,2,0.0,28.9,10.8,0
1894,Changi,2019-03-14,2019,3,14,3,0.0,28.9,11.5,0
1895,Changi,2019-03-15,2019,3,15,4,0.0,28.8,10.8,0
1896,Changi,2019-03-16,2019,3,16,5,0.0,28.7,11.9,0
1897,Changi,2019-03-17,2019,3,17,6,0.0,28.8,11.5,0
1898,Changi,2019-03-18,2019,3,18,0,0.0,28.7,9.7,0
1899,Changi,2019-03-19,2019,3,19,1,0.0,28.9,11.2,0
1900,Changi,2019-03-20,2019,3,20,2,0.0,29.3,12.6,0
1901,Changi,2019-03-21,2019,3,21,3,8.8,28.0,10.1,1
1902,Changi,2019-03-22,2019,3,22,4,0.0,28.7,7.9,0
1903,Changi,2019-03-23,2019,3,23,5,0.0,29.3,9.0,0
1904,Changi,2019-03-24,2019,3,24,6,0.0,29.0,8.3,0
1905,Changi,2019-03-25,2019,3,25,0,6.6,28.6,9.4,1
1906,Changi,2019-03-26,2019,3,26,1,0.8,29.6,13.3,1
1907,Changi,2019-03-27,2019,3,27,2,0.0,30.0,13.3,0
1908,Changi,2019-03-28,2019,3,28,3,29.0,27.9,8.6,1
1909,Changi,2019-03-29,2019,3,29,4,0.0,28.8,9.4,0
1910,Changi,2019-03-30,2019,3,30,5,0.0,27.6,5.4,0
1911,Changi,2019-03-31,2019,3,31,6,0.0,28.4,6.1,0
1912,Changi,2019-04-01,2019,4,1,0,26.0,27.2,5.0,1
1913,Changi,2019-04-02,2019,4,2,1,0.0,28.1,6.5,0
1914,Changi,2019-04-03,2019,4,3,2,31.0,26.7,5.8,1
1915,Changi,2019-04-04,2019,4,4,3,0.0,28.5,9.4,0
1916,Changi,2019-04-05,2019,4,5,4,0.0,28.9,9.7,0
1917,Changi,2019-04-06,2019,4,6,5,0.0,28.6,9.4,0
1918,Changi,2019-04-07,2019,4,7,6,0.0,28.8,9.7,0
1919,Changi,2019-04-08,2019,4,8,0,0.0,29.0,10.4,0
1920,Changi,2019-04-09,2019,4,9,1,0.0,29.3,9.0,0
1921,Changi,2019-04-10,2019,4,10,2,6.0,28.2,5.8,1
1922,Changi,2019-04-11,2019,4,11,3,31.2,27.4,5.0,1
1923,Changi,2019-04-12,2019,4,12,4,0.0,28.5,5.8,0
1924,Changi,2019-04-13,2019,4,13,5,0.0,29.2,8.6,0
1925,Changi,2019-04-14,2019,4,14,6,0.0,28.8,10.1,0
1926,Changi,2019-04-15,2019,4,15,0,0.2,29.1,9.0,1
1927,Changi,2019-04-16,2019,4,16,1,0.0,29.9,11.2,0
1928,Changi,2019-04-17,2019,4,17,2,0.0,30.1,9.4,0
1929,Changi,2019-04-18,2019,4,18,3,0.0,30.0,9.7,0
1930,Changi,2019-04-19,2019,4,19,4,0.0,29.0,7.6,0
1931,Changi,2019-04-20,2019,4,20,5,21.2,27.7,5.0,1
1932,Changi,2019-04-21,2019,4,21,6,0.0,29.7,10.1,0
1933,Changi,2019-04-22,2019,4,22,0,0.0,29.2,7.2,0
1934,Changi,2019-04-23,2019,4,23,1,0.0,28.7,6.1,0
1935,Changi,2019-04-24,2019,4,24,2,0.0,28.9,4.7,0
1936,Changi,2019-04-25,2019,4,25,3,0.0,29.2,5.4,0
1937,Changi,2019-04-26,2019,4,26,4,52.4,26.3,4.7,1
1938,Changi,2019-04-27,2019,4,27,5,6.2,27.6,5.4,1
1939,Changi,2019-04-28,2019,4,28,6,0.6,29.1,7.6,1
1940,Changi,2019-04-29,2019,4,29,0,0.0,29.5,10.4,0
1941,Changi,2019-04-30,2019,4,30,1,0.0,28.2,6.1,0
1942,Changi,2019-05-01,2019,5,1,2,0.0,29.4,5.0,0
1943,Changi,2019-05-02,2019,5,2,3,3.8,28.9,5.4,1
1944,Changi,2019-05-03,2019,5,3,4,0.0,29.4,6.8,0
1945,Changi,2019-05-04,2019,5,4,5,0.2,29.2,5.8,1
1946,Changi,2019-05-05,2019,5,5,6,3.2,29.0,7.9,1
1947,Changi,2019-05-06,2019,5,6,0,0.0,30.7,9.4,0
1948,Changi,2019-05-07,2019,5,7,1,0.0,30.3,6.8,0
1949,Changi,2019-05-08,2019,5,8,2,15.4,27.4,5.8,1
1950,Changi,2019-05-09,2019,5,9,3,0.0,30.0,5.8,0
1951,Changi,2019-05-10,2019,5,10,4,5.6,29.5,6.5,1
1952,Changi,2019-05-11,2019,5,11,5,11.0,28.7,5.0,1
1953,Changi,2019-05-12,2019,5,12,6,0.0,29.6,4.3,0
1954,Changi,2019-05-13,2019,5,13,0,0.0,29.4,6.5,0
1955,Changi,2019-05-14,2019,5,14,1,0.2,29.5,9.0,1
1956,Changi,2019-05-15,2019,5,15,2,0.8,29.5,8.6,1
1957,Changi,2019-05-16,2019,5,16,3,0.0,29.2,5.4,0
1958,Changi,2019-05-17,2019,5,17,4,17.2,28.3,6.1,1
1959,Changi,2019-05-18,2019,5,18,5,0.0,29.1,7.9,0
1960,Changi,2019-05-19,2019,5,19,6,0.2,28.2,6.1,1
1961,Changi,2019-05-20,2019,5,20,0,0.0,29.0,8.3,0
1962,Changi,2019-05-21,2019,5,21,1,6.0,28.4,6.5,1
1963,Changi,2019-05-22,2019,5,22,2,0.0,28.4,5.8,0
1964,Changi,2019-05-23,2019,5,23,3,0.0,29.6,9.0,0
1965,Changi,2019-05-24,2019,5,24,4,0.0,30.1,9.7,0
1966,Changi,2019-05-25,2019,5,25,5,0.0,29.5,9.4,0
1967,Changi,2019-05-26,2019,5,26,6,0.0,29.9,10.1,0
1968,Changi,2019-05-27,2019,5,27,0,0.0,29.7,13.3,0
1969,Changi,2019-05-28,2019,5,28,1,0.0,30.1,15.5,0
1970,Changi,2019-05-29,2019,5,29,2,0.0,29.9,9.7,0
1971,Changi,2019-05-30,2019,5,30,3,5.0,28.2,6.5,1
1972,Changi,2019-05-31,2019,5,31,4,0.4,29.0,7.9,1
1973,Changi,2019-06-01,2019,6,1,5,0.0,28.3,6.8,0
1974,Changi,2019-06-02,2019,6,2,6,13.6,28.6,6.5,1
1975,Changi,2019-06-03,2019,6,3,0,37.6,26.9,6.1,1
1976,Changi,2019-06-04,2019,6,4,1,0.0,28.3,8.6,0
1977,Changi,2019-06-05,2019,6,5,2,0.0,29.4,8.6,0
1978,Changi,2019-06-06,2019,6,6,3,4.0,27.1,6.8,1
1979,Changi,2019-06-07,2019,6,7,4,10.6,26.1,6.5,1
1980,Changi,2019-06-08,2019,6,8,5,0.6,27.4,6.8,1
1981,Changi,2019-06-09,2019,6,9,6,0.2,28.9,9.0,1
1982,Changi,2019-06-10,2019,6,10,0,0.0,30.0,12.2,0
1983,Changi,2019-06-11,2019,6,11,1,0.0,29.9,11.9,0
1984,Changi,2019-06-12,2019,6,12,2,18.2,27.2,7.9,1
1985,Changi,2019-06-13,2019,6,13,3,2.8,28.7,10.8,1
1986,Changi,2019-06-14,2019,6,14,4,5.0,28.9,7.9,1
1987,Changi,2019-06-15,2019,6,15,5,0.0,28.7,6.8,0
1988,Changi,2019-06-16,2019,6,16,6,0.0,29.3,8.6,0
1989,Changi,2019-06-17,2019,6,17,0,0.0,29.2,10.1,0
1990,Changi,2019-06-18,2019,6,18,1,9.8,27.1,6.5,1
1991,Changi,2019-06-19,2019,6,19,2,1.4,27.9,6.1,1
1992,Changi,2019-06-20,2019,6,20,3,4.4,28.6,9.4,1
1993,Changi,2019-06-21,2019,6,21,4,28.0,27.8,6.8,1
1994,Changi,2019-06-22,2019,6,22,5,18.6,26.8,6.5,1
1995,Changi,2019-06-23,2019,6,23,6,0.0,28.6,7.9,0
1996,Changi,2019-06-24,2019,6,24,0,0.6,28.9,11.2,1
1997,Changi,2019-06-25,2019,6,25,1,0.0,29.5,15.8,0
1998,Changi,2019-06-26,2019,6,26,2,0.0,28.3,8.6,0
1999,Changi,2019-06-27,2019,6,27,3,0.0,29.2,9.7,0
2000,Changi,2019-06-28,2019,6,28,4,0.0,29.6,14.4,0
2001,Changi,2019-06-29,2019,6,29,5,18.4,28.6,13.0,1
2002,Changi,2019-06-30,2019,6,30,6,0.0,28.8,10.1,0
2003,Changi,2019-07-01,2019,7,1,0,0.0,29.4,14.8,0
2004,Changi,2019-07-02,2019,7,2,1,0.0,29.7,13.0,0
2005,Changi,2019-07-03,2019,7,3,2,0.2,28.7,9.7,1
2006,Changi,2019-07-04,2019,7,4,3,0.0,29.3,11.2,0
2007,Changi,2019-07-05,2019,7,5,4,0.0,29.5,15.5,0
2008,Changi,2019-07-06,2019,7,6,5,0.2,29.3,11.5,1
2009,Changi,2019-07-07,2019,7,7,6,0.0,28.9,8.3,0
2010,Changi,2019-07-08,2019,7,8,0,1.2,28.2,7.2,1
