,station,date,year,month,day,weekday,daily_total_rainfall,mean_temp,mean_wind_speed,rained
6207,Ang Mo Kio,2017-05-13,2017,5,13,5,0.0,28.9,5.0,0
6208,Ang Mo Kio,2017-05-14,2017,5,14,6,0.0,29.3,6.8,0
6209,Ang Mo Kio,2017-05-15,2017,5,15,0,14.2,28.3,5.8,1
6210,Ang Mo Kio,2017-05-16,2017,5,16,1,0.2,28.9,5.4,1
6211,Ang Mo Kio,2017-05-17,2017,5,17,2,0.0,30.3,7.6,0
6212,Ang Mo Kio,2017-05-18,2017,5,18,3,2.8,29.3,7.6,1
6213,Ang Mo Kio,2017-05-19,2017,5,19,4,0.0,29.5,5.8,0
6214,Ang Mo Kio,2017-05-20,2017,5,20,5,0.0,30.1,5.4,0
6215,Ang Mo Kio,2017-05-21,2017,5,21,6,9.0,28.4,5.8,1
6216,Ang Mo Kio,2017-05-22,2017,5,22,0,32.6,28.3,5.8,1
6217,Ang Mo Kio,2017-05-23,2017,5,23,1,0.0,30.1,6.5,0
6218,Ang Mo Kio,2017-05-24,2017,5,24,2,32.4,26.4,5.8,1
6219,Ang Mo Kio,2017-05-25,2017,5,25,3,0.0,28.3,5.4,0
6220,Ang Mo Kio,2017-05-26,2017,5,26,4,16.2,27.2,6.1,1
6221,Ang Mo Kio,2017-05-27,2017,5,27,5,4.0,27.7,4.0,1
6222,Ang Mo Kio,2017-05-28,2017,5,28,6,0.0,29.2,5.4,0
6223,Ang Mo Kio,2017-05-29,2017,5,29,0,0.0,29.5,6.5,0
6224,Ang Mo Kio,2017-05-30,2017,5,30,1,32.2,26.6,4.7,1
6225,Ang Mo Kio,2017-05-31,2017,5,31,2,30.4,28.4,4.7,1
6226,Ang Mo Kio,2017-06-01,2017,6,1,3,8.0,27.9,5.0,1
6227,Ang Mo Kio,2017-06-02,2017,6,2,4,0.0,29.5,5.0,0
6228,Ang Mo Kio,2017-06-03,2017,6,3,5,0.0,30.1,6.5,0
6229,Ang Mo Kio,2017-06-04,2017,6,4,6,0.0,30.4,7.2,0
6230,Ang Mo Kio,2017-06-05,2017,6,5,0,0.0,30.3,6.8,0
6231,Ang Mo Kio,2017-06-06,2017,6,6,1,0.0,30.1,6.8,0
6232,Ang Mo Kio,2017-06-07,2017,6,7,2,0.2,29.9,6.8,1
6233,Ang Mo Kio,2017-06-08,2017,6,8,3,1.2,29.4,7.9,1
6234,Ang Mo Kio,2017-06-09,2017,6,9,4,0.0,29.9,7.6,0
6235,Ang Mo Kio,2017-06-10,2017,6,10,5,0.4,28.8,6.5,1
6236,Ang Mo Kio,2017-06-11,2017,6,11,6,0.0,28.4,5.8,0
6237,Ang Mo Kio,2017-06-12,2017,6,12,0,0.0,29.7,5.8,0
6238,Ang Mo Kio,2017-06-13,2017,6,13,1,0.0,29.4,6.8,0
6239,Ang Mo Kio,2017-06-14,2017,6,14,2,31.0,27.9,5.4,1
6240,Ang Mo Kio,2017-06-15,2017,6,15,3,0.0,29.2,4.7,0
6241,Ang Mo Kio,2017-06-16,2017,6,16,4,0.4,28.4,5.4,1
6242,Ang Mo Kio,2017-06-17,2017,6,17,5,0.0,29.5,4.7,0
6243,Ang Mo Kio,2017-06-18,2017,6,18,6,31.2,26.9,5.8,1
6244,Ang Mo Kio,2017-06-19,2017,6,19,0,0.0,27.9,5.8,0
6245,Ang Mo Kio,2017-06-20,2017,6,20,1,0.0,29.4,4.7,0
6246,Ang Mo Kio,2017-06-21,2017,6,21,2,23.0,28.3,5.0,1
6247,Ang Mo Kio,2017-06-22,2017,6,22,3,0.2,28.9,4.3,1
6248,Ang Mo Kio,2017-06-23,2017,6,23,4,0.6,26.8,6.1,1
6249,Ang Mo Kio,2017-06-24,2017,6,24,5,0.0,28.6,4.3,0
6250,Ang Mo Kio,2017-06-25,2017,6,25,6,11.8,27.6,4.0,1
6251,Ang Mo Kio,2017-06-26,2017,6,26,0,9.8,27.4,4.3,1
6252,Ang Mo Kio,2017-06-27,2017,6,27,1,1.6,26.0,4.0,1
6253,Ang Mo Kio,2017-06-28,2017,6,28,2,0.6,27.4,3.6,1
6254,Ang Mo Kio,2017-06-29,2017,6,29,3,25.8,27.0,4.3,1
6255,Ang Mo Kio,2017-06-30,2017,6,30,4,0.0,28.7,5.0,0
6256,Ang Mo Kio,2017-07-01,2017,7,1,5,0.0,29.2,6.8,0
6257,Ang Mo Kio,2017-07-02,2017,7,2,6,0.0,28.7,5.8,0
6258,Ang Mo Kio,2017-07-03,2017,7,3,0,0.2,27.2,6.5,1
6259,Ang Mo Kio,2017-07-04,2017,7,4,1,0.0,28.7,5.4,0
6260,Ang Mo Kio,2017-07-05,2017,7,5,2,22.6,27.2,4.3,1
6261,Ang Mo Kio,2017-07-06,2017,7,6,3,0.0,27.6,6.5,0
6262,Ang Mo Kio,2017-07-07,2017,7,7,4,0.0,28.9,6.1,0
6263,Ang Mo Kio,2017-07-08,2017,7,8,5,14.0,28.2,5.8,1
6264,Ang Mo Kio,2017-07-09,2017,7,9,6,2.8,27.9,6.5,1
6265,Ang Mo Kio,2017-07-10,2017,7,10,0,0.0,29.5,4.7,0
6266,Ang Mo Kio,2017-07-11,2017,7,11,1,37.6,27.8,5.4,1
6267,Ang Mo Kio,2017-07-12,2017,7,12,2,7.4,26.2,5.8,1
6268,Ang Mo Kio,2017-07-13,2017,7,13,3,2.0,27.4,5.0,1
6269,Ang Mo Kio,2017-07-20,2017,7,20,3,0.0,28.8,6.5,0
6270,Ang Mo Kio,2017-07-21,2017,7,21,4,0.0,29.4,7.6,0
6271,Ang Mo Kio,2017-07-22,2017,7,22,5,0.0,29.6,8.3,0
6272,Ang Mo Kio,2017-07-23,2017,7,23,6,0.0,29.5,7.9,0
6273,Ang Mo Kio,2017-07-24,2017,7,24,0,0.0,29.4,8.3,0
6274,Ang Mo Kio,2017-07-25,2017,7,25,1,0.0,29.4,9.0,0
6275,Ang Mo Kio,2017-07-26,2017,7,26,2,7.2,28.6,7.2,1
6276,Ang Mo Kio,2017-07-27,2017,7,27,3,0.0,29.1,7.6,0
6277,Ang Mo Kio,2017-07-28,2017,7,28,4,0.0,29.8,7.2,0
6278,Ang Mo Kio,2017-07-29,2017,7,29,5,3.4,29.6,6.8,1
6279,Ang Mo Kio,2017-07-30,2017,7,30,6,0.0,29.5,7.6,0
6280,Ang Mo Kio,2017-07-31,2017,7,31,0,0.0,29.6,7.6,0
6281,Ang Mo Kio,2017-08-01,2017,8,1,1,0.4,29.5,7.6,1
6282,Ang Mo Kio,2017-08-02,2017,8,2,2,0.0,29.4,8.6,0
6283,Ang Mo Kio,2017-08-03,2017,8,3,3,0.0,29.3,7.9,0
6284,Ang Mo Kio,2017-08-04,2017,8,4,4,0.0,29.5,8.3,0
6285,Ang Mo Kio,2017-08-05,2017,8,5,5,0.0,29.4,8.6,0
6286,Ang Mo Kio,2017-08-06,2017,8,6,6,10.2,28.7,7.2,1
6287,Ang Mo Kio,2017-08-07,2017,8,7,0,2.0,28.3,7.6,1
6288,Ang Mo Kio,2017-08-08,2017,8,8,1,9.4,27.5,5.8,1
6289,Ang Mo Kio,2017-08-09,2017,8,9,2,0.6,27.5,6.5,1
6290,Ang Mo Kio,2017-08-10,2017,8,10,3,0.0,28.6,5.8,0
6291,Ang Mo Kio,2017-08-11,2017,8,11,4,16.6,26.9,4.3,1
6292,Ang Mo Kio,2017-08-12,2017,8,12,5,30.4,26.2,4.3,1
6293,Ang Mo Kio,2017-08-13,2017,8,13,6,0.6,26.9,5.4,1
6294,Ang Mo Kio,2017-08-17,2017,8,17,3,33.6,26.9,7.6,1
6295,Ang Mo Kio,2017-08-18,2017,8,18,4,2.4,27.3,5.8,1
6296,Ang Mo Kio,2017-08-19,2017,8,19,5,0.2,28.3,7.2,1
6297,Ang Mo Kio,2017-08-20,2017,8,20,6,0.0,28.8,7.9,0
6298,Ang Mo Kio,2017-08-21,2017,8,21,0,0.0,28.7,6.8,0
6299,Ang Mo Kio,2017-08-22,2017,8,22,1,0.0,27.6,6.1,0
6300,Ang Mo Kio,2017-08-23,2017,8,23,2,0.0,29.3,7.2,0
6301,Ang Mo Kio,2017-08-24,2017,8,24,3,0.2,28.9,6.8,1
6302,Ang Mo Kio,2017-08-25,2017,8,25,4,0.0,28.5,6.5,0
6303,Ang Mo Kio,2017-08-26,2017,8,26,5,0.0,28.9,7.6,0
6304,Ang Mo Kio,2017-08-27,2017,8,27,6,1.4,27.8,7.2,1
6305,Ang Mo Kio,2017-08-28,2017,8,28,0,0.2,28.4,5.4,1
6306,Ang Mo Kio,2017-08-29,2017,8,29,1,1.0,26.8,5.0,1
6307,Ang Mo Kio,2017-08-30,2017,8,30,2,0.0,27.8,4.3,0
6308,Ang Mo Kio,2017-08-31,2017,8,31,3,0.0,28.7,7.2,0
6309,Ang Mo Kio,2017-09-01,2017,9,1,4,0.4,29.1,9.0,1
6310,Ang Mo Kio,2017-09-02,2017,9,2,5,0.0,29.2,9.0,0
6311,Ang Mo Kio,2017-09-03,2017,9,3,6,0.2,28.9,10.8,1
6312,Ang Mo Kio,2017-09-04,2017,9,4,0,0.0,29.1,5.8,0
6313,Ang Mo Kio,2017-09-05,2017,9,5,1,0.4,28.9,7.6,1
6314,Ang Mo Kio,2017-09-06,2017,9,6,2,23.8,26.8,4.7,1
6315,Ang Mo Kio,2017-09-07,2017,9,7,3,1.8,28.3,4.7,1
6316,Ang Mo Kio,2017-09-08,2017,9,8,4,10.0,27.7,6.1,1
6317,Ang Mo Kio,2017-09-09,2017,9,9,5,0.4,28.2,4.3,1
6318,Ang Mo Kio,2017-09-10,2017,9,10,6,1.8,27.7,4.0,1
6319,Ang Mo Kio,2017-09-11,2017,9,11,0,6.8,26.6,4.7,1
6320,Ang Mo Kio,2017-09-15,2017,9,15,4,2.4,27.2,4.3,1
6321,Ang Mo Kio,2017-09-16,2017,9,16,5,2.4,27.6,6.5,1
6322,Ang Mo Kio,2017-09-17,2017,9,17,6,1.8,28.7,8.3,1
6323,Ang Mo Kio,2017-09-18,2017,9,18,0,7.8,26.8,4.7,1
6324,Ang Mo Kio,2017-09-19,2017,9,19,1,2.2,26.1,4.3,1
6325,Ang Mo Kio,2017-09-20,2017,9,20,2,6.0,27.0,6.1,1
6326,Ang Mo Kio,2017-09-21,2017,9,21,3,3.0,26.9,5.4,1
6327,Ang Mo Kio,2017-09-22,2017,9,22,4,0.0,29.1,5.4,0
6328,Ang Mo Kio,2017-09-23,2017,9,23,5,8.0,29.2,6.5,1
6329,Ang Mo Kio,2017-09-24,2017,9,24,6,3.8,28.4,5.8,1
6330,Ang Mo Kio,2017-09-25,2017,9,25,0,0.2,28.7,5.4,1
6331,Ang Mo Kio,2017-09-26,2017,9,26,1,32.2,27.3,4.3,1
6332,Ang Mo Kio,2017-09-27,2017,9,27,2,0.6,27.5,4.3,1
6333,Ang Mo Kio,2017-09-28,2017,9,28,3,0.0,28.5,4.3,0
6334,Ang Mo Kio,2017-09-29,2017,9,29,4,27.8,27.4,4.7,1
6335,Ang Mo Kio,2017-09-30,2017,9,30,5,0.0,27.9,6.5,0
6336,Ang Mo Kio,2017-10-01,2017,10,1,6,9.6,26.7,4.0,1
6337,Ang Mo Kio,2017-10-02,2017,10,2,0,0.0,28.0,4.7,0
6338,Ang Mo Kio,2017-10-03,2017,10,3,1,0.8,27.3,4.0,1
6339,Ang Mo Kio,2017-10-04,2017,10,4,2,1.8,25.8,4.7,1
6340,Ang Mo Kio,2017-10-05,2017,10,5,3,0.0,27.5,3.6,0
6341,Ang Mo Kio,2017-10-06,2017,10,6,4,2.2,27.8,4.0,1
6342,Ang Mo Kio,2017-10-07,2017,10,7,5,45.8,27.4,4.3,1
6343,Ang Mo Kio,2017-10-08,2017,10,8,6,7.6,26.9,4.0,1
6344,Ang Mo Kio,2017-10-09,2017,10,9,0,21.4,28.1,5.8,1
6345,Ang Mo Kio,2017-10-10,2017,10,10,1,35.4,27.8,6.5,1
6346,Ang Mo Kio,2017-10-11,2017,10,11,2,10.4,28.5,6.1,1
6347,Ang Mo Kio,2017-10-12,2017,10,12,3,7.8,27.3,5.4,1
6348,Ang Mo Kio,2017-10-13,2017,10,13,4,1.0,27.3,5.8,1
6349,Ang Mo Kio,2017-10-14,2017,10,14,5,0.0,29.5,6.1,0
6350,Ang Mo Kio,2017-10-15,2017,10,15,6,0.0,30.2,4.7,0
6351,Ang Mo Kio,2017-10-16,2017,10,16,0,0.0,29.5,6.1,0
6352,Ang Mo Kio,2017-10-17,2017,10,17,1,0.0,30.9,5.0,0
6353,Ang Mo Kio,2017-10-18,2017,10,18,2,0.0,30.8,6.1,0
6354,Ang Mo Kio,2017-10-19,2017,10,19,3,0.0,30.3,6.1,0
6355,Ang Mo Kio,2017-10-20,2017,10,20,4,0.0,30.2,5.0,0
6356,Ang Mo Kio,2017-10-21,2017,10,21,5,0.0,29.8,5.0,0
6357,Ang Mo Kio,2017-10-22,2017,10,22,6,0.0,29.3,5.8,0
6358,Ang Mo Kio,2017-10-23,2017,10,23,0,0.0,28.7,4.7,0
6359,Ang Mo Kio,2017-10-24,2017,10,24,1,18.6,27.3,4.0,1
6360,Ang Mo Kio,2017-10-25,2017,10,25,2,21.6,27.3,4.3,1
6361,Ang Mo Kio,2017-10-26,2017,10,26,3,0.0,27.6,4.0,0
6362,Ang Mo Kio,2017-10-27,2017,10,27,4,0.0,27.5,4.0,0
6363,Ang Mo Kio,2017-10-28,2017,10,28,5,0.0,28.6,5.8,0
6364,Ang Mo Kio,2017-10-29,2017,10,29,6,2.2,26.5,3.6,1
6365,Ang Mo Kio,2017-10-30,2017,10,30,0,9.2,26.7,4.0,1
6366,Ang Mo Kio,2017-10-31,2017,10,31,1,2.8,26.1,4.3,1
6367,Ang Mo Kio,2017-11-01,2017,11,1,2,0.8,27.5,4.3,1
6368,Ang Mo Kio,2017-11-02,2017,11,2,3,0.0,28.0,5.0,0
6369,Ang Mo Kio,2017-11-03,2017,11,3,4,33.4,28.0,6.1,1
6370,Ang Mo Kio,2017-11-04,2017,11,4,5,11.6,27.3,5.0,1
6371,Ang Mo Kio,2017-11-05,2017,11,5,6,0.8,28.0,4.3,1
6372,Ang Mo Kio,2017-11-06,2017,11,6,0,45.8,26.4,4.0,1
6373,Ang Mo Kio,2017-11-07,2017,11,7,1,1.8,26.7,4.0,1
6374,Ang Mo Kio,2017-11-08,2017,11,8,2,0.2,27.1,6.8,1
6375,Ang Mo Kio,2017-11-09,2017,11,9,3,30.4,26.4,4.0,1
6376,Ang Mo Kio,2017-11-10,2017,11,10,4,15.2,25.8,3.6,1
6377,Ang Mo Kio,2017-11-11,2017,11,11,5,24.6,25.8,3.6,1
6378,Ang Mo Kio,2017-11-12,2017,11,12,6,2.0,27.4,4.7,1
6379,Ang Mo Kio,2017-11-13,2017,11,13,0,21.8,27.3,5.0,1
6380,Ang Mo Kio,2017-11-14,2017,11,14,1,39.4,25.7,5.0,1
6381,Ang Mo Kio,2017-11-15,2017,11,15,2,0.0,27.1,4.7,0
6382,Ang Mo Kio,2017-11-16,2017,11,16,3,4.0,28.0,4.3,1
6383,Ang Mo Kio,2017-11-17,2017,11,17,4,2.8,27.4,5.0,1
6384,Ang Mo Kio,2017-11-18,2017,11,18,5,41.2,27.4,4.0,1
6385,Ang Mo Kio,2017-11-19,2017,11,19,6,0.0,28.4,5.0,0
6386,Ang Mo Kio,2017-11-20,2017,11,20,0,0.6,27.6,4.7,1
6387,Ang Mo Kio,2017-11-21,2017,11,21,1,1.8,25.9,4.0,1
6388,Ang Mo Kio,2017-11-22,2017,11,22,2,0.0,27.7,4.3,0
6389,Ang Mo Kio,2017-11-23,2017,11,23,3,19.2,26.5,4.0,1
6390,Ang Mo Kio,2017-11-24,2017,11,24,4,0.2,26.5,5.8,1
6391,Ang Mo Kio,2017-11-25,2017,11,25,5,0.0,27.6,4.7,0
6392,Ang Mo Kio,2017-11-26,2017,11,26,6,16.8,26.5,4.0,1
6393,Ang Mo Kio,2017-11-27,2017,11,27,0,1.6,25.8,4.7,1
6394,Ang Mo Kio,2017-11-28,2017,11,28,1,1.2,26.8,6.1,1
6395,Ang Mo Kio,2017-11-29,2017,11,29,2,3.2,27.3,7.6,1
6396,Ang Mo Kio,2017-11-30,2017,11,30,3,0.0,28.0,8.6,0
6397,Ang Mo Kio,2017-12-01,2017,12,1,4,0.0,28.6,5.8,0
6398,Ang Mo Kio,2017-12-02,2017,12,2,5,0.0,28.9,5.4,0
6399,Ang Mo Kio,2017-12-03,2017,12,3,6,0.0,28.8,5.0,0
6400,Ang Mo Kio,2017-12-04,2017,12,4,0,0.2,27.6,4.3,1
6401,Ang Mo Kio,2017-12-05,2017,12,5,1,2.0,28.1,4.7,1
6402,Ang Mo Kio,2017-12-06,2017,12,6,2,0.0,28.3,4.7,0
6403,Ang Mo Kio,2017-12-07,2017,12,7,3,8.8,26.9,4.3,1
6404,Ang Mo Kio,2017-12-08,2017,12,8,4,0.2,27.0,6.5,1
6405,Ang Mo Kio,2017-12-09,2017,12,9,5,0.0,25.8,6.1,0
6406,Ang Mo Kio,2017-12-10,2017,12,10,6,56.0,27.2,5.4,1
6407,Ang Mo Kio,2017-12-11,2017,12,11,0,20.6,26.6,5.4,1
6408,Ang Mo Kio,2017-12-12,2017,12,12,1,19.6,25.9,4.7,1
6409,Ang Mo Kio,2017-12-13,2017,12,13,2,26.6,26.1,4.3,1
6410,Ang Mo Kio,2017-12-14,2017,12,14,3,0.6,27.0,4.7,1
6411,Ang Mo Kio,2017-12-15,2017,12,15,4,26.0,26.5,5.0,1
6412,Ang Mo Kio,2017-12-16,2017,12,16,5,4.4,26.6,5.4,1
6413,Ang Mo Kio,2017-12-17,2017,12,17,6,0.0,27.1,8.3,0
6414,Ang Mo Kio,2017-12-18,2017,12,18,0,0.0,27.3,9.0,0
6415,Ang Mo Kio,2017-12-19,2017,12,19,1,3.6,26.0,8.6,1
6416,Ang Mo Kio,2017-12-20,2017,12,20,2,0.0,26.7,8.3,0
6417,Ang Mo Kio,2017-12-21,2017,12,21,3,0.0,27.4,7.9,0
6418,Ang Mo Kio,2017-12-22,2017,12,22,4,25.4,27.6,6.1,1
6419,Ang Mo Kio,2017-12-23,2017,12,23,5,6.6,27.4,6.1,1
6420,Ang Mo Kio,2017-12-24,2017,12,24,6,0.2,26.2,6.1,1
6421,Ang Mo Kio,2017-12-25,2017,12,25,0,39.2,26.9,5.0,1
6422,Ang Mo Kio,2017-12-26,2017,12,26,1,3.0,27.2,4.7,1
6423,Ang Mo Kio,2017-12-27,2017,12,27,2,9.0,26.4,5.0,1
6424,Ang Mo Kio,2017-12-28,2017,12,28,3,4.4,26.7,5.8,1
6425,Ang Mo Kio,2017-12-29,2017,12,29,4,0.0,27.5,8.3,0
6426,Ang Mo Kio,2017-12-30,2017,12,30,5,6.6,26.3,7.2,1
6427,Ang Mo Kio,2017-12-31,2017,12,31,6,83.4,24.6,5.0,1
6428,Ang Mo Kio,2018-01-01,2018,1,1,0,55.4,24.5,4.3,1
6429,Ang Mo Kio,2018-01-02,2018,1,2,1,7.6,25.0,4.7,1
6430,Ang Mo Kio,2018-01-03,2018,1,3,2,19.4,26.1,4.3,1
6431,Ang Mo Kio,2018-01-04,2018,1,4,3,0.2,26.1,5.4,1
6432,Ang Mo Kio,2018-01-05,2018,1,5,4,2.8,25.9,4.0,1
6433,Ang Mo Kio,2018-01-06,2018,1,6,5,0.0,27.1,4.7,0
6434,Ang Mo Kio,2018-01-07,2018,1,7,6,10.2,26.6,5.4,1
6435,Ang Mo Kio,2018-01-08,2018,1,8,0,77.2,26.4,4.3,1
6436,Ang Mo Kio,2018-01-09,2018,1,9,1,4.4,26.7,5.4,1
6437,Ang Mo Kio,2018-01-10,2018,1,10,2,23.4,24.4,4.3,1
6438,Ang Mo Kio,2018-01-11,2018,1,11,3,11.4,23.4,7.2,1
6439,Ang Mo Kio,2018-01-12,2018,1,12,4,8.2,22.5,7.2,1
6440,Ang Mo Kio,2018-01-13,2018,1,13,5,17.2,22.6,5.8,1
6441,Ang Mo Kio,2018-01-14,2018,1,14,6,7.0,23.1,6.5,1
6442,Ang Mo Kio,2018-01-15,2018,1,15,0,0.8,24.7,5.8,1
6443,Ang Mo Kio,2018-01-16,2018,1,16,1,0.0,26.0,6.1,0
6444,Ang Mo Kio,2018-01-17,2018,1,17,2,0.0,26.9,7.6,0
6445,Ang Mo Kio,2018-01-18,2018,1,18,3,2.6,26.9,7.9,1
6446,Ang Mo Kio,2018-01-19,2018,1,19,4,1.4,26.5,5.0,1
6447,Ang Mo Kio,2018-01-20,2018,1,20,5,6.2,26.3,4.0,1
6448,Ang Mo Kio,2018-01-21,2018,1,21,6,0.6,27.7,5.4,1
6449,Ang Mo Kio,2018-01-22,2018,1,22,0,0.0,27.8,5.8,0
6450,Ang Mo Kio,2018-01-23,2018,1,23,1,6.6,26.8,5.0,1
6451,Ang Mo Kio,2018-01-24,2018,1,24,2,6.8,26.8,4.7,1
6452,Ang Mo Kio,2018-01-25,2018,1,25,3,3.6,26.4,4.3,1
6453,Ang Mo Kio,2018-01-26,2018,1,26,4,13.0,26.3,4.7,1
6454,Ang Mo Kio,2018-01-27,2018,1,27,5,0.0,27.3,5.4,0
6455,Ang Mo Kio,2018-01-28,2018,1,28,6,12.8,26.4,4.3,1
6456,Ang Mo Kio,2018-01-29,2018,1,29,0,0.0,27.8,6.5,0
6457,Ang Mo Kio,2018-01-30,2018,1,30,1,16.4,27.2,5.8,1
6458,Ang Mo Kio,2018-01-31,2018,1,31,2,18.6,27.1,6.5,1
6459,Ang Mo Kio,2018-02-01,2018,2,1,3,3.2,27.8,8.3,1
6460,Ang Mo Kio,2018-02-02,2018,2,2,4,6.0,25.1,6.8,1
6461,Ang Mo Kio,2018-02-03,2018,2,3,5,0.2,26.9,9.4,1
6462,Ang Mo Kio,2018-02-04,2018,2,4,6,3.6,26.2,8.6,1
6463,Ang Mo Kio,2018-02-05,2018,2,5,0,0.0,26.5,9.7,0
6464,Ang Mo Kio,2018-02-06,2018,2,6,1,0.0,26.2,9.7,0
6465,Ang Mo Kio,2018-02-07,2018,2,7,2,0.0,25.5,9.0,0
6466,Ang Mo Kio,2018-02-08,2018,2,8,3,0.0,25.9,8.6,0
6467,Ang Mo Kio,2018-02-09,2018,2,9,4,0.0,26.2,9.0,0
6468,Ang Mo Kio,2018-02-10,2018,2,10,5,0.0,26.1,8.3,0
6469,Ang Mo Kio,2018-02-11,2018,2,11,6,0.0,26.5,9.0,0
6470,Ang Mo Kio,2018-02-12,2018,2,12,0,0.0,26.8,10.1,0
6471,Ang Mo Kio,2018-02-13,2018,2,13,1,0.0,26.7,8.6,0
6472,Ang Mo Kio,2018-02-14,2018,2,14,2,0.0,26.5,9.0,0
6473,Ang Mo Kio,2018-02-15,2018,2,15,3,11.4,27.0,6.1,1
6474,Ang Mo Kio,2018-02-16,2018,2,16,4,0.0,27.2,5.8,0
6475,Ang Mo Kio,2018-02-17,2018,2,17,5,6.0,27.1,6.5,1
6476,Ang Mo Kio,2018-02-18,2018,2,18,6,0.0,27.4,6.5,0
6477,Ang Mo Kio,2018-02-19,2018,2,19,0,0.0,27.2,8.3,0
6478,Ang Mo Kio,2018-02-20,2018,2,20,1,0.0,27.5,7.6,0
6479,Ang Mo Kio,2018-02-21,2018,2,21,2,0.0,27.4,7.6,0
6480,Ang Mo Kio,2018-02-22,2018,2,22,3,0.0,27.8,7.6,0
6481,Ang Mo Kio,2018-02-23,2018,2,23,4,2.6,26.7,6.5,1
6482,Ang Mo Kio,2018-02-24,2018,2,24,5,0.8,25.4,6.1,1
6483,Ang Mo Kio,2018-02-25,2018,2,25,6,0.2,26.8,7.2,1
6484,Ang Mo Kio,2018-02-26,2018,2,26,0,0.0,27.1,8.3,0
6485,Ang Mo Kio,2018-02-27,2018,2,27,1,0.0,27.1,8.3,0
6486,Ang Mo Kio,2018-02-28,2018,2,28,2,35.2,27.3,7.2,1
6487,Ang Mo Kio,2018-03-01,2018,3,1,3,0.0,27.6,6.8,0
6488,Ang Mo Kio,2018-03-02,2018,3,2,4,31.6,27.0,5.0,1
6489,Ang Mo Kio,2018-03-03,2018,3,3,5,6.0,27.4,6.1,1
6490,Ang Mo Kio,2018-03-04,2018,3,4,6,0.2,27.6,4.0,1
6491,Ang Mo Kio,2018-03-05,2018,3,5,0,0.0,28.2,7.2,0
6492,Ang Mo Kio,2018-03-06,2018,3,6,1,0.0,28.6,5.4,0
6493,Ang Mo Kio,2018-03-07,2018,3,7,2,11.2,26.1,5.4,1
6494,Ang Mo Kio,2018-03-08,2018,3,8,3,0.0,26.6,6.1,0
6495,Ang Mo Kio,2018-03-09,2018,3,9,4,0.0,28.0,9.0,0
6496,Ang Mo Kio,2018-03-10,2018,3,10,5,2.0,26.9,9.4,1
6497,Ang Mo Kio,2018-03-11,2018,3,11,6,0.0,27.4,8.6,0
6498,Ang Mo Kio,2018-03-12,2018,3,12,0,3.4,27.3,7.2,1
6499,Ang Mo Kio,2018-03-13,2018,3,13,1,0.0,27.8,7.6,0
6500,Ang Mo Kio,2018-03-14,2018,3,14,2,0.0,28.2,6.8,0
6501,Ang Mo Kio,2018-03-15,2018,3,15,3,0.0,28.8,5.8,0
6502,Ang Mo Kio,2018-03-16,2018,3,16,4,2.8,28.1,7.2,1
6503,Ang Mo Kio,2018-03-17,2018,3,17,5,0.0,28.4,7.2,0
6504,Ang Mo Kio,2018-03-18,2018,3,18,6,0.0,28.2,7.6,0
6505,Ang Mo Kio,2018-03-19,2018,3,19,0,0.0,28.6,6.5,0
6506,Ang Mo Kio,2018-03-20,2018,3,20,1,3.8,27.9,6.1,1
6507,Ang Mo Kio,2018-03-21,2018,3,21,2,0.0,28.1,4.7,0
6508,Ang Mo Kio,2018-03-22,2018,3,22,3,0.0,28.5,9.0,0
6509,Ang Mo Kio,2018-03-23,2018,3,23,4,0.0,28.4,8.6,0
6510,Ang Mo Kio,2018-03-24,2018,3,24,5,0.0,27.8,7.2,0
6511,Ang Mo Kio,2018-03-25,2018,3,25,6,1.8,26.5,4.3,1
6512,Ang Mo Kio,2018-03-26,2018,3,26,0,0.0,27.5,6.1,0
6513,Ang Mo Kio,2018-03-27,2018,3,27,1,4.0,25.1,6.8,1
6514,Ang Mo Kio,2018-03-28,2018,3,28,2,6.0,26.2,4.3,1
6515,Ang Mo Kio,2018-03-29,2018,3,29,3,0.0,26.5,4.3,0
6516,Ang Mo Kio,2018-03-30,2018,3,30,4,20.2,26.3,4.0,1
6517,Ang Mo Kio,2018-03-31,2018,3,31,5,0.0,27.9,5.0,0
6518,Ang Mo Kio,2018-04-01,2018,4,1,6,41.6,27.2,5.0,1
6519,Ang Mo Kio,2018-04-02,2018,4,2,0,0.0,28.1,6.1,0
6520,Ang Mo Kio,2018-04-03,2018,4,3,1,0.0,28.4,6.8,0
6521,Ang Mo Kio,2018-04-04,2018,4,4,2,0.0,28.5,7.2,0
6522,Ang Mo Kio,2018-04-05,2018,4,5,3,2.0,28.2,6.5,1
6523,Ang Mo Kio,2018-04-06,2018,4,6,4,7.0,28.0,6.1,1
6524,Ang Mo Kio,2018-04-07,2018,4,7,5,41.4,27.2,6.1,1
6525,Ang Mo Kio,2018-04-08,2018,4,8,6,0.4,28.1,7.9,1
6526,Ang Mo Kio,2018-04-09,2018,4,9,0,0.0,28.4,9.0,0
6527,Ang Mo Kio,2018-04-10,2018,4,10,1,0.0,28.5,6.5,0
6528,Ang Mo Kio,2018-04-11,2018,4,11,2,0.0,29.1,7.2,0
6529,Ang Mo Kio,2018-04-12,2018,4,12,3,0.0,29.3,6.5,0
6530,Ang Mo Kio,2018-04-13,2018,4,13,4,0.0,29.2,7.9,0
